what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1769763484814
started,bundle,org.eclipse.m2e.launching,1.0.0.20110607-2117,"org.eclipse.m2e.launching",1769763485135
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1769763486719
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769763509699
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769763701158
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769763887643
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769763907398
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769763918059
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769763930750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769763937104
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769763951115
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769763973883
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769763978922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769763984594
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764002691
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764010076
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764026384
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764028949
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764030086
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764071881
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764130613
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764131082
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764132094
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769764141986
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764149294
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764154750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764167203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764219663
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769764226962
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764234348
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764239187
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769764320191
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1769764323208
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1769764324128
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769764352491
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764376385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764458545
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764476480
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764480536
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764511747
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764515679
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764521021
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764583828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764589764
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764596382
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764627263
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764630939
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764642722
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764644458
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764646740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764664954
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764675858
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764678192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764784601
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764790972
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769764823558
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1769764827378
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1769764828531
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769764913467
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764920368
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764922128
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769764922364
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1769764924639
stopped,bundle,org.eclipse.m2e.discovery,1.0.0.20110607-2117,"org.eclipse.m2e.discovery",1769764924642
stopped,bundle,org.eclipse.m2e.refactoring,1.0.0.20110607-2117,"org.eclipse.m2e.refactoring",1769764924644
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1769765508288
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1769765508288
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1769765508288
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1769765508288
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1769765508288
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1769765508288
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1769765508288
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1769765508288
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1769765508288
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1769765508288
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1769765508288
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1769765508288
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1769765508288
