what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769766007909
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769766008954
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1769766015260
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769766016722
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769766027956
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769766037571
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769766047793
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769766057534
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769766068750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1769766082192
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1769766087148
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1769766093115
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769766139441
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769766143589
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769766162103
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769766173490
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769766193724
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769766193823
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769766199154
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769766199282
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769766214510
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769766226213
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769766231686
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769766232942
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769766236012
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769766243096
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769766243254
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1769766243260
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1769766244420
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769766668056
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769766811821
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769766840507
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769766856417
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769766856460
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769766861629
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769766879705
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769766881001
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1769766884018
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769766885015
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769767039881
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769767108683
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769767254568
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1769767261315
executed,command,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.junitShortcut.run",1769767261322
opened,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1769767264154
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1769767264392
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769767281085
closed,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1769767281085
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769767673438
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769767863368
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769767864616
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769767866049
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769767866399
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769773445638
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769783302170
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769783337431
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769783338627
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769829597000
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769829623613
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769829623686
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1769829666124
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1769829666286
